date_time,total_http,StoriesOfTheDay_http,BrowseCategories_http,BrowseStoriesByCategory_http,OlderStories_http,ViewStory_http,SubmitStory_http,StoreStory_http,ViewComment_http,PostComment_http,StoreComment_http,ModerateComment_http,StoreModeratorLog_http,ReviewStories_http,AcceptStory_http,RejectStory_http,Search_http,RegisterUser_http,Author_http,jpg_http,html_http,http_total_longReq,http_adjustLoad
1523213940.000000,1600.840008,1024.899998,14.500000,20.780003,23.000000,156.759998,15.000000,29.460003,44.880001,29.719997,130.280006,1.000000,6.000000,0.180000,3.660000,3.000000,44.480003,6.219997,5.360001,0.000000,41.660000,1389.419998,211.420010
1523213940.050000,1607.480003,1028.099998,14.239998,21.000000,24.000000,154.120003,15.540001,30.000000,46.040001,30.580002,128.740002,1.000000,6.000000,0.000000,4.000000,3.000000,46.879993,6.000000,6.000000,0.000000,42.240005,1389.459999,218.020004
1523213940.100000,1623.400005,1030.719997,16.000000,20.140003,25.119999,158.540005,17.000000,30.560001,48.380001,29.860001,129.979996,1.000000,6.000000,0.000000,4.000000,2.299999,48.300003,6.000000,6.180000,0.000000,43.320000,1395.359997,228.040009
1523213940.150000,1630.540016,1029.600014,16.000000,20.000000,26.799999,161.820004,17.220001,30.600002,47.439995,30.000000,131.399998,1.000000,5.800003,0.000000,4.000000,2.000000,48.560005,6.000000,8.000000,0.000000,44.299995,1396.239994,234.300022
1523213940.200000,1628.940010,1025.260006,16.000000,20.000000,25.120003,161.480003,17.759998,30.220005,49.579994,31.120007,134.919998,1.000000,5.000000,0.000000,4.000000,2.000000,49.479996,6.000000,7.899998,0.000000,42.100002,1399.619999,229.320011
1523213940.250000,1635.459995,1029.279999,16.000000,19.180000,25.400002,163.639999,17.000000,30.000000,51.680000,30.840000,136.959999,1.000000,5.000000,0.000000,4.000000,2.000000,50.480000,6.000000,7.000000,0.000000,39.999996,1402.259998,233.199997
1523213940.300000,1649.460003,1032.740002,16.520004,19.000000,25.000000,167.799999,17.699997,30.000000,54.000000,32.439999,138.540001,1.000000,5.000000,0.000000,4.000000,2.000000,51.720001,6.000000,7.000000,0.000000,39.000000,1405.540005,243.919998
1523213940.350000,1657.900005,1035.440006,16.840000,18.600002,25.480003,171.840008,17.320000,30.000000,54.159996,33.500000,140.000000,1.000000,5.000000,0.000000,4.000000,2.000000,50.159988,6.880001,7.000000,0.000000,38.680000,1410.820004,247.080002
1523213940.400000,1682.539974,1040.919991,16.779999,19.000000,28.959995,176.800003,17.240002,30.560001,58.340000,34.339996,142.439999,1.000000,5.000000,0.000000,4.599998,2.000000,49.979992,7.000000,6.820000,0.000000,40.759998,1421.639999,260.899975
1523213940.450000,1698.000000,1041.840004,17.440002,19.000000,30.579998,182.300007,18.820000,30.000000,58.879997,34.960003,142.000000,1.000000,5.000000,0.000000,5.000000,2.000000,52.719997,6.779995,6.359997,0.000000,43.320000,1422.239998,275.760002
1523213940.500000,1694.420006,1038.580006,18.000000,18.500004,30.179996,182.419994,19.060001,30.279999,58.700001,34.819996,142.000000,1.000000,5.000000,0.000000,5.000000,2.380001,52.700005,5.480000,7.360001,0.000000,42.960003,1419.119999,275.300007
1523213940.550000,1695.919998,1039.920006,18.000000,19.379997,29.539997,179.379993,19.279999,31.139999,59.560005,35.259998,142.000000,1.000000,5.000000,0.000000,5.000000,3.000000,53.460003,5.000000,7.900002,0.000000,42.099998,1416.120007,279.799992
1523213940.600000,1703.119995,1040.259998,18.000000,20.620007,30.940002,176.200001,19.779999,32.000000,59.060001,38.459999,142.000000,1.000000,5.000000,0.000000,5.000000,3.000000,54.999992,5.980000,6.659996,0.000000,44.160000,1413.320000,289.799995
1523213940.650000,1701.039986,1038.700001,18.000000,21.500000,30.720001,176.959999,19.479996,31.359997,59.419998,38.239998,142.160004,1.000000,4.579998,0.000000,5.000000,2.800003,55.020000,6.000000,6.000000,0.000000,44.099991,1412.000008,289.039978
