workload,type,date_time,total_http
10000,Apache,0,1.330200
10000,Apache,50,1.561500
10000,Apache,100,1.723500
10000,Apache,150,0.999600
10000,Apache,200,1.422071
10000,Apache,250,1.556583
10000,Apache,300,1.607333
10000,Apache,350,1.590294
10000,Apache,400,1.468500
10000,Apache,450,1.533364
10000,Apache,500,1.933400
10000,Apache,550,1.754000
10000,Apache,600,1.482500
10000,Apache,650,1.390556
10000,Apache,700,1.895167
10000,Apache,750,1.635167
10000,Apache,800,1.747222
10000,Apache,850,1.887000
10000,Apache,900,1.534667
10000,Apache,950,1.652375
10000,Apache,1000,1.661231
10000,Apache,1050,1.304154
10000,Apache,1100,0.974333
10000,Apache,1150,1.283600
10000,Apache,1200,1.366357
10000,Apache,1250,1.199818
10000,Apache,1300,1.517833
10000,Apache,1350,0.987000
10000,Apache,1400,1.086278
10000,Apache,1450,0.557375
10000,Apache,1500,1.392900
10000,Apache,1550,1.005000
10000,Apache,1600,0.933182
10000,Apache,1650,1.276200
10000,Apache,1700,0.901000
10000,Apache,1750,0.820143
10000,Apache,1800,0.957455
10000,Apache,1850,0.000000
10000,Apache,1900,1.857889
10000,Apache,1950,0.717263
10000,Apache,2000,0.907030
10000,Apache,2050,0.919091
10000,Apache,2100,1.029200
10000,Apache,2150,1.071400
10000,Apache,2200,1.299278
10000,Apache,2250,1.556833
10000,Apache,2300,0.666111
10000,Apache,2350,0.589095
10000,Apache,2400,0.889267
10000,Apache,2450,0.573400
10000,Apache,2500,0.591286
10000,Apache,2550,0.878286
10000,Apache,2600,1.324091
10000,Apache,2650,0.700312
10000,Apache,2700,0.703400
10000,Apache,2750,0.823200
10000,Apache,2800,0.942909
10000,Apache,2850,0.848444
10000,Apache,2900,1.198643
10000,Apache,2950,0.756615
10000,Apache,3000,1.039450
10000,Apache,3050,0.919364
10000,Apache,3100,0.774692
10000,Apache,3150,0.828882
10000,Apache,3200,0.696842
10000,Apache,3250,0.940000
10000,Apache,3300,0.714875
10000,Apache,3350,0.799875
10000,Apache,3400,0.786611
10000,Apache,3450,1.017933
10000,Apache,3500,0.414727
10000,Apache,3550,0.921300
10000,Apache,3600,0.792154
10000,Apache,3650,0.831333
10000,Apache,3700,0.828556
10000,Apache,3750,0.827000
10000,Apache,3800,0.455778
10000,Apache,3850,0.839333
10000,Apache,3900,0.743200
10000,Apache,3950,0.637636
10000,Apache,4000,0.584429
10000,Apache,4050,0.771364
10000,Apache,4100,0.607500
10000,Apache,4150,0.467560
10000,Apache,4200,0.952000
10000,Apache,4250,0.877250
10000,Apache,4300,0.816500
10000,Apache,4350,0.746129
10000,Apache,4400,0.678615
10000,Apache,4450,0.651900
