workload,type,date_time,total_http
10000,Apache,0,2295.079998
10000,Apache,50,2293.220001
10000,Apache,100,2297.540005
10000,Apache,150,2295.860001
10000,Apache,200,2292.680004
10000,Apache,250,2289.199986
10000,Apache,300,2285.679996
10000,Apache,350,2287.519997
10000,Apache,400,2287.980003
10000,Apache,450,2285.059998
10000,Apache,500,2281.140007
10000,Apache,550,2284.760002
10000,Apache,600,2287.139996
10000,Apache,650,2290.859993
10000,Apache,700,2293.900005
10000,Apache,750,2295.500000
10000,Apache,800,2298.300014
10000,Apache,850,2297.780003
10000,Apache,900,2299.600002
10000,Apache,950,2304.060001
10000,Apache,1000,2307.940014
10000,Apache,1050,2310.880001
10000,Apache,1100,2310.559994
10000,Apache,1150,2307.360001
10000,Apache,1200,2311.900005
10000,Apache,1250,2308.320000
10000,Apache,1300,2306.000004
10000,Apache,1350,2303.439999
10000,Apache,1400,2306.499992
10000,Apache,1450,2303.800018
10000,Apache,1500,2303.719994
10000,Apache,1550,2301.419994
10000,Apache,1600,2296.619999
10000,Apache,1650,2291.699993
10000,Apache,1700,2293.539989
10000,Apache,1750,2291.499989
10000,Apache,1800,2295.380005
10000,Apache,1850,2299.759991
10000,Apache,1900,2293.600010
10000,Apache,1950,2294.139988
10000,Apache,2000,2295.259995
10000,Apache,2050,2296.180000
10000,Apache,2100,2302.879997
10000,Apache,2150,2301.820023
10000,Apache,2200,2293.740002
10000,Apache,2250,2290.320000
10000,Apache,2300,2285.880001
10000,Apache,2350,2282.940006
10000,Apache,2400,2286.919998
10000,Apache,2450,2281.199997
10000,Apache,2500,2272.020004
10000,Apache,2550,2270.959988
10000,Apache,2600,2270.479992
10000,Apache,2650,2274.420002
10000,Apache,2700,2269.220013
10000,Apache,2750,2261.879990
10000,Apache,2800,2258.120007
10000,Apache,2850,2253.200005
10000,Apache,2900,2252.239998
10000,Apache,2950,2252.620003
10000,Apache,3000,2261.100002
10000,Apache,3050,2255.380013
10000,Apache,3100,2250.159992
10000,Apache,3150,2246.900005
10000,Apache,3200,2250.119987
10000,Apache,3250,2248.659992
10000,Apache,3300,2244.959991
10000,Apache,3350,2245.379986
10000,Apache,3400,2245.319996
10000,Apache,3450,2240.439991
10000,Apache,3500,2240.699997
10000,Apache,3550,2240.759987
10000,Apache,3600,2240.019993
10000,Apache,3650,2249.760010
10000,Apache,3700,2250.219997
10000,Apache,3750,2250.639980
10000,Apache,3800,2254.340000
10000,Apache,3850,2257.240005
10000,Apache,3900,2249.099995
10000,Apache,3950,2241.700005
10000,Apache,4000,2241.600006
10000,Apache,4050,2239.220009
10000,Apache,4100,2238.240013
10000,Apache,4150,2242.859997
10000,Apache,4200,2239.300011
10000,Apache,4250,2240.660000
10000,Apache,4300,2244.100006
10000,Apache,4350,2248.419991
10000,Apache,4400,2244.500000
10000,Apache,4450,2248.020012
10000,Apache,4500,2253.820004
10000,Apache,4550,2255.620003
10000,Apache,4600,2254.640007
10000,Apache,4650,2252.399986
10000,Apache,4700,2250.799988
10000,Apache,4750,2249.339996
10000,Apache,4800,2252.339993
10000,Apache,4850,2248.799999
10000,Apache,4900,2251.120007
10000,Apache,4950,2257.680016
10000,Apache,5000,2258.379990
10000,Apache,5050,2254.920010
10000,Apache,5100,2260.419991
10000,Apache,5150,2261.240002
10000,Apache,5200,2259.780014
10000,Apache,5250,2261.159992
10000,Apache,5300,2259.479996
10000,Apache,5350,2252.099995
10000,Apache,5400,2246.920002
10000,Apache,5450,2247.259995
10000,Apache,5500,2250.880016
10000,Apache,5550,2252.899990
10000,Apache,5600,2257.119995
10000,Apache,5650,2261.880001
10000,Apache,5700,2254.059998
10000,Apache,5750,2245.900002
10000,Apache,5800,2232.959995
10000,Apache,5850,2234.299999
10000,Apache,5900,2237.299999
10000,Apache,5950,2240.300011
10000,Apache,6000,2239.619999
10000,Apache,6050,2235.280003
10000,Apache,6100,2241.100006
10000,Apache,6150,2245.479996
10000,Apache,6200,2250.500000
10000,Apache,6250,2252.880005
10000,Apache,6300,2256.080006
10000,Apache,6350,2259.639992
10000,Apache,6400,2259.399994
10000,Apache,6450,2258.300011
10000,Apache,6500,2258.020004
10000,Apache,6550,2262.980015
10000,Apache,6600,2266.779995
10000,Apache,6650,2269.779999
10000,Apache,6700,2270.840008
10000,Apache,6750,2269.280006
10000,Apache,6800,2263.119995
10000,Apache,6850,2259.079987
10000,Apache,6900,2264.079998
10000,Apache,6950,2266.779991
10000,Apache,7000,2268.039997
10000,Apache,7050,2271.619995
10000,Apache,7100,2271.579994
10000,Apache,7150,2269.099995
